job_id,company_id
3771168117,71034495
3773070651,60332019
3773564741,53019
3774103540,3478848
3774870894,73792220
3776631402,98625512
3777016674,24073
3777765500,
3778036844,15887330
3778723781,120000
3779260325,89569082
3780003361,
3780415828,32797105
3782349432,
3782409045,75862255
3782812525,93583883
3783977901,17953373
3783979663,3536137
3784021865,81114298
3784077709,
3784120102,28154819
3784367296,124612
3784435614,2516403
3785146504,4460056
3785849500,
3787279047,51694480
3787503302,2543509
3787839455,100542465
3788295344,
3788738919,
3788980998,33247784
3789379757,7789
3789402808,10617084
3790001722,68987107
3791290709,65024509
3792233622,2331524
3792245483,114761
3792362600,38074857
3792413736,27033415
3792953441,567569
3794063618,1298113
3794986432,89493362
3795134838,1384369
3795138975,
3795149962,3557
3795156068,3557
3795156313,1983053
3797449314,91080439
3797460723,93273189
3798453023,35552191
3798658570,67880
3799217187,
3799458858,2816718
3800272386,80936343
3800989742,71373471
3801646969,10549350
3802026770,2804734
3802335735,101458877
3802339957,93631951
3802602037,91080439
3803052628,11056
3803055615,2434847
3803659249,90396
3804603307,78801349
3804822096,3658720
3805103054,66214645
3808471710,72976
3808735054,101139589
3808747564,68508471
3809032639,3246637
3809698192,99324382
3811513595,74141934
3812656624,98418726
3812809624,3262058
3812814309,1603
3813135937,7973806
3813645405,82537206
3813844724,11676886
3814231424,
3814546942,1182531
3814570200,358231
3814723048,89702298
3814983923,81136646
3814998643,101802124
3815284050,98976482
3815485980,82080991
3815847830,1412
3816172762,58360388
3816179292,91402631
3816415678,6737425
3816831972,23439
3817203807,1608191
3817454364,5999808
3818306840,81560130
3818311020,6829392
3818831254,70487173
3819416106,3772528
3819767400,79424201
3820392998,9251041
3820446027,9195529
3821047961,1540117
3821064325,6452386
3821190632,531631
3821689873,82303896
3822435165,
3822582873,
3822583239,9018632
3823861441,25035049
3824661875,30012
3825550267,15913719
3826177405,682306
3826266913,3581550
3826269982,80216479
3827268681,101718942
3827789831,
3827923756,28637093
3827945924,544277
3828515870,67538
3829182727,16388
3829184899,91200063
3829242915,74357230
3829280858,71043281
3829619875,
3830297838,34789
3830313052,76989136
3830396637,78994415
3830916199,35691529
3831143681,75400708
3831148511,15512603
3831190800,91313799
3831214149,92588523
3831807497,3281296
3831919828,40739036
3832103385,3903192
3832120119,11816572
3832947295,75434952
3833199912,
3833295504,99234508
3833402351,473988
3833894876,33283552
3834087866,3888
3835324900,2825662
3835341304,143657
3835341430,3029766
3835357335,80079969
3835671506,3356549
3835703401,100304404
3835806869,9340686
3835918209,3304061
3835965860,
3836372583,1053630
3836602983,92894223
3836759104,18962659
3836793450,59761331
3837482218,27230924
3837546918,9207354
3837811979,
3838150253,99346358
3838161045,
3838533579,
3838581744,2794879
3838732090,238862
3838774352,99332316
3839567678,6652764
3840166122,2562128
3840217276,1968173
3840554223,95030186
3840584142,10838707
3840688146,14784969
3840910043,836345
3841003722,
3841334821,497017
3841949093,8751016
3841963841,96957627
3842227398,67890
3842513172,1027869
3842528795,78538217
3843043188,31110499
3843083239,736634
3843103150,1654428
3843620018,
3844017709,10694264
3844019967,15256197
3844025327,99093905
3844026638,100897536
3844031840,94833098
3844032378,23685281
3844035605,119762
3844070064,69239837
3844096324,10798977
3844216662,444782
3844608722,98911509
3844654703,40722994
3844838697,90626162
3845186343,7270305
3845412777,82538982
3845468619,85839912
3845877107,
3845924752,1253709
3846426461,3325979
3846437219,957397
3846960909,18327672
3847143087,403183
3848297827,318323
3848497987,1075434
3848811947,7835
3848881977,1128772
3848960304,82669556
3848962376,610863
3848963986,3032528
3849913605,71373471
3849949750,2334403
3849987120,59967040
3850259262,13153
3850493836,31464058
3851105711,2847498
3851109061,99531182
3851131508,92635065
3851780654,15368688
3851783898,11027396
3852117411,
3852348626,36133310
3852727765,7962797
3853386067,3021785
3853717462,4803413
3853719293,15388
3853995874,
3854137450,39231
3854391822,101848242
3854654152,6440282
3854810848,53501606
3854900554,28423617
3854915769,16096
3855387504,5266540
3855427832,96877563
3855465728,1095818
3855856223,1380955
3855860744,81484415
3855887817,
3855897428,1757867
3855969867,35541854
3856243244,9304109
3857044719,75113640
3857325080,1788903
3857348297,35656473
3857386463,11362215
3857541512,1494955
3857787956,1657928
3857818755,100150610
3857848893,82135156
3858136981,91471911
3859073094,18911159
3859078474,3788642
3859082046,35490496
3859513039,318711
3859514569,13153
3859575337,
3859578144,9552824
3860323934,14489622
3860323940,
3860372966,1351156
3860378018,99881
3860823414,2499431
3860829339,1842410
3860829739,
3860843120,155154
3861166245,2560449
3861222472,3997420
3861575250,74971536
3861704803,15984730
3861708950,6536381
3861743053,12908649
3861757344,115641
3862107843,940888
3862111398,
3862121382,5155930
3862123581,19228389
3862132028,202294
3862154961,3825089
3862160543,
3862373833,79563079
3862488328,
3862537464,74835950
3862673730,80381133
3862682461,27159667
3862705834,49081302
3862982513,58243
3863028624,933942
3863030008,5579526
3863046603,28387428
3863610227,10346547
3863616352,15320020
3863624365,89811267
3863631572,
3863869819,101505097
3864160493,333426
3864169730,1630212
3864172721,1004459
3864347111,9495463
3864501161,33216895
3864519762,18034985
3864568838,3676298
3864575201,2042616
3864701312,2741008
3865179969,2445
3865209247,2948811
3865391975,166153
3865441576,77218211
3865457964,13039491
3865549440,18170900
3865681931,14524845
3866244801,3719466
3866388732,90440540
3866468513,
3866756779,60016
3866803225,
3866844290,11528688
3867167975,
3867234681,87222774
3867550643,236516
3867562444,5235
3867568566,1844927
3867581937,33216895
3867756254,363322
3867762229,2743
3867763161,7592245
3868004859,77112188
3868010733,
3868035218,16770
3868165768,
3868384601,11503646
3868417076,84869553
3868434254,6596884
3868450640,14377562
3868493438,5488760
3869413340,1675748
3869490625,90422734
3869748264,89878417
3869757186,31139044
3869776919,15929102
3870352558,732744
3870359478,
3870363142,586817
3870389946,74107090
3870701883,3696072
3870707329,3221101
3870709286,9615932
3871131511,11537915
3871144579,78331809
3871530154,1703
3871631334,490432
3871636939,89788584
3872015321,506460
3872034277,4999732
3872255483,55053808
3872290694,28734157
3872781436,2155566
3872787865,3342169
3872794626,9505562
3873175436,
3873176840,56915
3873178671,2138729
3873183002,90574871
3873209956,1702914
3873486781,42179
3873789262,76586243
3873909733,1457940
3874052166,42453506
3874150857,61411
3874366322,52180845
3874702220,92633594
3874965536,101964649
3875041552,33242739
3875066415,1086745
3875199851,10175915
3875471829,1242766
3875677847,100299531
3875731325,86917702
3875732985,6451824
3875735534,1373835
3875765946,2599965
3876264575,102273467
3876429995,90396
3876434405,
3876457494,3294979
3876469865,80709499
3876572082,25798
3876925520,89971810
3876991427,9309648
3877345234,412931
3877509537,6061
3878072014,103074948
3878193413,92409
3878233948,78817059
3878310231,90396
3878329666,64545543
3878345482,1211552
3878348967,67297740
3878383329,890145
3878803731,428925
3878814926,58197951
3878886873,74951279
3879228554,8438166
3879240957,98835983
3879283271,26603884
3880063171,82944052
3880088143,2389912
3880108413,359901
3880115287,8873026
3880134115,99928047
3880157614,50861
3880169314,242230
3880176089,933942
3880180438,94630952
3880190130,3247477
3880374275,15935
3880380418,37505625
3880591550,4010054
3880619804,86877889
3881051293,163849
3881822529,96083144
3881931499,662171
3881984061,16690
3881986862,5615100
3881987723,1344410
3882000504,4791980
3882144210,82477539
3882248468,
3882279550,57266844
3882347932,1202286
3882358050,23229
3882362301,13391879
3882935322,2204084
3883216578,1170014
3883315711,77630357
3883345359,23773433
3883403219,72606970
3883417521,10495119
3883469904,
3883546874,
3883686441,4835993
3884003641,18061915
3884004631,434982
3884249830,11243687
3884290980,1784355
3884422761,1142201
3884422904,2444543
3884424835,8919656
3884424904,2978540
3884425580,2498968
3884425780,
3884425974,612698
3884426652,6416768
3884426762,612698
3884426774,203227
3884426885,4674
3884426920,10376920
3884426925,680248
3884426975,10801655
3884426996,4592
3884426999,4592
3884427312,99124312
3884427334,1278574
3884427691,148738
3884427693,31162076
3884427746,29295618
3884427833,4674
3884427871,680248
3884427957,4592
3884427958,4592
3884427963,4592
3884427964,4592
3884427965,4592
3884427966,4592
3884427967,4592
3884427968,4592
3884427971,4592
3884427990,261933
3884428490,68239505
3884428699,860999
3884428728,57301703
3884428729,
3884428798,391906
3884428894,34214892
3884428970,4592
3884428977,4592
3884428980,4592
3884428982,4592
3884428983,4592
3884428984,4592
3884428991,4592
3884428994,82284641
3884429179,56728
3884429541,
3884429549,4592
3884429551,4592
3884429552,4592
3884429603,6522041
3884429608,1284538
3884429609,36226
3884429610,87089248
3884429613,366025
3884429616,12908540
3884429619,11056
3884429620,15228
3884429624,
3884429625,18306
3884429634,361424
3884429636,389765
3884429637,18298504
3884429642,1996803
3884429653,250099
3884429657,13333
3884429660,52147722
3884429663,8363
3884429666,74892224
3884429672,10572843
3884429682,90396
3884429683,693360
3884429684,162510
3884429686,165568
3884429697,
3884429699,1765887
3884429701,27189203
3884429703,164848
3884429705,164848
3884429714,9025
3884429717,35690611
3884429722,4661
3884429724,3691365
3884429726,1681
3884429733,90198358
3884429747,12787
3884429748,99224110
3884429749,12787
3884429751,7601
3884429758,10201130
3884429763,18268450
3884429764,12770
3884429775,1072126
3884429777,4026134
3884429781,280666
3884429786,16726
3884429787,5345313
3884429788,16726
3884429790,16726
3884429793,2678950
3884429801,9025
3884429809,1207
3884429830,420394
3884429852,8847
3884429858,287076
3884429859,287076
3884429864,8716
3884429878,9201883
3884429879,9201883
3884429892,139026
3884429902,1229716
3884429973,1741641
3884430130,2248728
3884430256,33218437
3884430259,100977746
3884430272,
3884430273,612698
3884430395,
3884430432,680248
3884430505,4592
3884430507,4592
3884430508,4592
3884430512,4592
3884430513,4592
3884430521,4592
3884430524,4592
3884430549,15695384
3884430577,25461
3884430583,18306
3884430585,468898
3884430586,13331595
3884430590,366025
3884430592,12908540
3884430597,3638332
3884430601,10592585
3884430605,18306
3884430607,9372063
3884430608,1404653
3884430611,100153092
3884430614,378223
3884430615,4787
3884430616,25461
3884430628,20507081
3884430632,164075
3884430634,71951690
3884430638,886425
3884430647,2090
3884430648,2096
3884430655,
3884430657,808034
3884430666,461358
3884430673,219963
3884430682,9025
3884430684,107021
3884430690,1045781
3884430691,2849719
3884430700,3714038
3884430701,33264
3884430718,78653
3884430719,18043
3884430726,77117
3884430732,2684081
3884430735,33307792
3884430741,3626487
3884430751,53369792
3884430752,35690611
3884430769,2474662
3884430774,14377562
3884430781,1681
3884430789,11700629
3884430793,219963
3884430800,287076
3884430801,933942
3884430807,287076
3884430813,5848
3884430816,9201883
3884430817,9201883
3884430827,165461
3884430909,82333881
3884430913,7488
3884430915,3715179
3884430949,68581794
3884430958,77117
3884430966,67155308
3884431058,
3884431121,11553420
3884431165,4957
3884431253,94176135
3884431437,477843
3884431480,4592
3884431490,4592
3884431493,4592
3884431494,4592
3884431495,4592
3884431496,4592
3884431497,4592
3884431507,4592
3884431523,947812
3884431542,165876
3884431550,10080
3884431554,11229
3884431558,6213
3884431562,366025
3884431563,5117988
3884431566,34616
3884431567,729238
3884431568,2934678
3884431572,12050
3884431576,34616
3884431577,
3884431578,101723854
3884431580,2329852
3884431591,99019748
3884431593,259589
3884431598,65588154
3884431599,150772
3884431614,
3884431621,10364146
3884431629,42111520
3884431632,294125
3884431637,1499970
3884431641,2985733
3884431643,890145
3884431645,35690611
3884431648,349330
3884431654,3071652
3884431655,15264236
3884431679,35690611
3884431687,4787
3884431694,9025
3884431706,349330
3884431709,7260
3884431723,12787
3884431726,11115
3884431728,165568
3884431732,9647178
3884431734,11056
3884431744,511617
3884431769,2922575
3884431771,922983
3884431792,1668011
3884431794,3826958
3884431796,8847
3884431797,8847
3884431803,287076
3884431807,11779403
3884431808,37768
3884431809,58323255
3884431822,9201883
3884431830,6419
3884431837,165461
3884431853,68277835
3884431892,33874
3884431956,10159385
3884431973,67155308
3884432117,1705516
3884432168,3266676
3884432217,770551
3884432259,57301703
3884432301,2833399
3884432321,680248
3884432402,4592
3884432403,4592
3884432406,4592
3884432409,4592
3884432411,4592
3884432412,4592
3884432420,4592
3884432421,4592
3884432422,779352
3884432431,8363553
3884432436,3556531
3884432468,11056
3884432469,356432
3884432470,8913985
3884432471,1364228
3884432481,18306
3884432486,4126
3884432488,36141800
3884432491,47024
3884432493,50861
3884432497,11243687
3884432498,30104
3884432517,294125
3884432522,74604183
3884432524,14699670
3884432529,311752
3884432530,333636
3884432534,213642
3884432535,1122744
3884432540,1394696
3884432541,934588
3884432547,84810235
3884432548,64726
3884432550,7585
3884432572,21541
3884432575,9025
3884432576,9025
3884432577,9025
3884432578,10298482
3884432583,2849719
3884432597,17995
3884432607,35690611
3884432608,3776
3884432610,808034
3884432618,3626487
3884432630,219963
3884432634,21642
3884432662,17962594
3884432668,788340
3884432676,95071077
3884432678,2238
3884432683,1935855
3884432698,29686
3884432702,95710173
3884432723,3714038
3884432727,7488
3884432773,29686
3884432782,
3884432784,13423341
3884432785,54346989
3884432811,552958
3884432812,79482021
3884432826,67155308
3884433132,1054905
3884433143,22355
3884433225,
3884433236,77003969
3884433240,6814
3884433241,71371792
3884433244,
3884433253,34616
3884433254,5352221
3884433257,349088
3884433263,11335633
3884433264,1230481
3884433270,11056
3884433280,18939015
3884433282,10126963
3884433285,17937
3884433287,27249670
3884433290,726206
3884433291,146782
3884433292,16169840
3884433317,3714038
3884433322,36519
3884433337,5235
3884433350,488066
3884433360,9025
3884433363,3785467
3884433365,51701268
3884433366,10612451
3884433375,8074390
3884433381,79482021
3884433390,12787
3884433392,91447303
3884433393,121408
3884433400,64726
3884433403,30104
3884433408,29121514
3884433417,16726
3884433426,15085131
3884433456,211981
3884433459,859069
3884433467,
3884433471,27096316
3884433482,10797668
3884433496,35679573
3884433520,15623638
3884433559,52147722
3884433564,77847
3884433565,3715929
3884433568,91364445
3884433628,67155308
3884433631,2843538
3884433638,14562893
3884433728,156470
3884433741,93783517
3884433745,1393718
3884433770,21784
3884433888,10559
3884433891,2509347
3884433899,104499
3884433908,163161
3884433910,163161
3884433916,816968
3884433926,837188
3884433946,35647080
3884433949,3267360
3884433953,10754
3884433956,
3884433957,11229
3884433958,11506594
3884433990,11241935
3884433992,16169840
3884433996,1247220
3884434005,4592
3884434011,34771607
3884434020,890145
3884434034,5304844
3884434037,226898
3884434046,366025
3884434047,14580269
3884434062,52945
3884434066,1117266
3884434076,726206
3884434095,26162
3884434097,13333
3884434099,89796106
3884434100,93071436
3884434101,11056
3884434103,6575960
3884434105,1765887
3884434107,22310699
3884434109,2721914
3884434112,14133
3884434113,2096
3884434114,743843
3884434115,3805712
3884434116,30160523
3884434120,84810235
3884434128,35690611
3884434129,16169840
3884434134,11056
3884434137,2553549
3884434138,74713745
3884434141,10126963
3884434146,164848
3884434148,164848
3884434160,1494955
3884434165,52176410
3884434169,64726
3884434170,33264
3884434196,1247220
3884434198,164044
3884434201,14377562
3884434205,1012577
3884434209,16726
3884434210,16726
3884434211,259589
3884434212,61677
3884434225,9070
3884434230,16690
3884434250,91120639
3884434253,73017499
3884434262,259589
3884434270,11056
3884434279,14377562
3884434286,9201883
3884434287,9201883
3884434296,5968
3884434302,13655403
3884434304,4787
3884434305,165461
3884434318,9089
3884434319,
3884434338,21541
3884434376,86041588
3884434384,2545750
3884434396,11175823
3884434421,33457388
3884434487,67155308
3884434598,101361913
3884434664,35679573
3884434686,612636
3884434730,7488
3884434731,90912229
3884434736,72081740
3884434738,99500489
3884434743,163161
3884434744,163161
3884434746,490220
3884434747,20954
3884434764,2385130
3884434774,91447303
3884434778,2018147
3884434785,2056643
3884434786,2056643
3884434792,766876
3884434794,35647080
3884434795,35647080
3884434796,35647080
3884434797,35647080
3884434798,35647080
3884434799,35647080
3884434800,35647080
3884434801,35647080
3884434802,35647080
3884434804,35647080
3884434805,13769
3884434808,3267360
3884434851,17138
3884434857,11506594
3884434858,7587729
3884434860,3715179
3884434864,737010
3884434866,164766
3884434877,2474662
3884434881,11506594
3884434884,166209
3884434887,75756975
3884434889,101726330
3884434894,1087151
3884434905,3175
3884434906,3175
3884434929,3175
3884434939,166124
3884434944,69502296
3884434945,11506594
3884434946,69502296
3884434958,74985176
3884434965,14352
3884434966,14352
3884434968,14352
3884434969,14352
3884434973,511521
3884434974,315817
3884434978,92583550
3884434980,2415664
3884434981,2415664
3884434985,315817
3884434986,22331451
3884434988,279728
3884435023,53255
3884435029,4433
3884435030,3345041
3884435032,2985733
3884435033,27021761
3884435035,13345578
3884435040,31474641
3884435043,8323
3884435044,682039
3884435045,92188790
3884435048,14377562
3884435050,366025
3884435053,82812549
3884435055,2121817
3884435057,1381506
3884435060,75584764
3884435067,16775
3884435078,35513424
3884435086,14562893
3884435101,10592585
3884435113,81297771
3884435115,54650708
3884435116,373568
3884435120,53157
3884435127,20911
3884435132,590130
3884435151,164848
3884435152,35513424
3884435156,11056
3884435157,63879
3884435166,9025
3884435175,2624
3884435178,10592585
3884435182,35690611
3884435186,17995
3884435192,11056
3884435197,56004080
3884435198,164131
3884435199,157240
3884435204,6814
3884435208,70640
3884435216,299386
3884435219,5697
3884435224,101591290
3884435231,9070
3884435265,107021
3884435271,311807
3884435278,396765
3884435279,51625397
3884435281,11056
3884435283,458639
3884435287,287076
3884435301,2951516
3884435307,9201883
3884435308,9201883
3884435309,5968
3884435311,5563580
3884435313,35074
3884435314,18268412
3884435317,165461
3884435325,33457388
3884435336,79383535
3884435384,29686
3884435400,2721914
3884435406,5235
3884435436,16215683
3884435460,6234
3884435469,67155308
3884435471,67155308
3884435495,14377562
3884435534,11175823
3884435681,740278
3884435689,15357
3884435695,16169840
3884435732,123034
3884435755,11246635
3884435756,16239
3884435766,2399284
3884435771,35452956
3884435773,3018149
3884435777,54325
3884435789,35647080
3884435790,35647080
3884435791,35647080
3884435792,35647080
3884435802,2857634
3884435804,3714038
3884435805,3715179
3884435808,6460
3884435809,46404
3884435811,1050905
3884435812,25204
3884435813,16187169
3884435815,3715179
3884435818,2883353
3884435829,304182
3884435830,122000
3884435831,40598
3884435834,67146614
3884435854,33619
3884435856,1002773
3884435857,1002773
3884435858,11506594
3884435865,147699
3884435870,3175
3884435872,3175
3884435873,3175
3884435874,3175
3884435880,3175
3884435881,8584
3884435887,16169840
3884435901,14352
3884435902,14352
3884435903,14352
3884435904,14352
3884435907,14352
3884435908,14352
3884435911,14352
3884435912,14352
3884435920,315817
3884435921,315817
3884435924,315817
3884435925,315817
3884435926,14352
3884435927,315817
3884435928,315817
3884435931,92489
3884435947,731128
3884435949,101169414
3884435950,3715179
3884435954,2474662
3884435955,5235
3884435957,2474662
3884435958,26083
3884435971,90411209
3884436002,71578611
3884436005,63155
3884436007,933942
3884436018,66932
3884436021,366025
3884436023,361424
3884436024,366025
3884436027,1712844
3884436031,3556531
3884436032,89551968
3884436034,165464
3884436038,331482
3884436039,22517
3884436043,18921
3884436049,2985733
3884436058,726206
3884436075,379775
3884436082,708917
3884436083,64611
3884436085,1200322
3884436090,3541916
3884436096,2087
3884436098,388449
3884436105,2721914
3884436108,672814
3884436115,482272
3884436123,35690611
3884436129,2240218
3884436130,164848
3884436140,15479786
3884436145,969396
3884436146,33338
3884436148,32090
3884436151,9025
3884436165,82863388
3884436167,42537
3884436168,11056
3884436183,518206
3884436192,18043
3884436194,47664328
3884436197,47664328
3884436199,311752
3884436202,16096
3884436204,73836834
3884436206,211981
3884436209,16726
3884436210,16726
3884436211,91447303
3884436218,721622
3884436248,268355
3884436258,110859
3884436262,3715179
3884436265,24157
3884436278,287076
3884436300,6419
3884436367,11229
3884436419,6234
3884436566,396765
3884436569,98447259
3884436638,5235
3884436639,6432276
3884436644,10324459
3884436647,612636
3884436663,860999
3884436665,16589
3884436671,25026529
3884436679,477843
3884436683,12861
3884436684,10559
3884436703,163161
3884436723,2480456
3884436725,11506594
3884436739,63563
3884436740,20466
3884436742,6796686
3884436743,35647080
3884436744,35647080
3884436746,35647080
3884436753,3267360
3884436756,581589
3884436762,61257
3884436765,96635463
3884436790,11506594
3884436794,163617
3884436805,1154342
3884436831,11506594
3884436833,3175
3884436836,3175
3884436837,3175
3884436854,8584
3884436855,8584
3884436863,90396
3884436869,84954827
3884436884,95716689
3884436886,7720
3884436889,100955625
3884436891,14352
3884436892,14352
3884436895,14352
3884436896,14352
3884436900,35232
3884436903,315817
3884436905,315817
3884436906,315817
3884436907,315817
3884436909,14352
3884436911,315817
3884436917,16169840
3884436918,2415664
3884436921,3715179
3884436924,19181972
3884436927,1776620
3884436928,3715179
3884436932,606495
3884436935,122000
3884436938,16169840
3884436942,19076380
3884436996,33125878
3884436999,1278574
3884437017,67155308
3884437020,67155308
3884437026,67155308
3884437031,122000
3884437152,33457388
3884437155,162656
3884437228,15221729
3884437232,10127950
3884437239,96090219
3884437244,
3884437251,3566921
3884437267,10559
3884437275,933942
3884437283,584081
3884437291,10906316
3884437305,80976980
3884437308,91392159
3884437311,99500489
3884437323,3715179
3884437325,586336
3884437326,14580269
3884437331,2056643
3884437343,3267360
3884437356,92489
3884437364,16215683
3884437392,5049303
3884437395,737010
3884437398,11506594
3884437415,37573542
3884437416,8098422
3884437417,1002773
3884437418,7361
3884437420,16685
3884437430,1856927
3884437433,11813677
3884437436,82333881
3884437438,3175
3884437439,3175
3884437441,3175
3884437442,3175
3884437456,3175
3884437460,3175
3884437467,38951
3884437471,3715179
3884437480,2514336
3884437487,14352
3884437488,14352
3884437492,14352
3884437494,14352
3884437498,315817
3884437499,315817
3884437500,315817
3884437501,315817
3884437507,2415664
3884437510,3715179
3884437511,96692
3884437524,26083
3884437535,30624596
3884437568,35475885
3884437583,450215
3884437594,1191778
3884437602,1841
3884437603,11056
3884437606,90396
3884437613,304056
3884437614,136952
3884437640,86694680
3884437645,17881501
3884437682,150419
3884437686,26083
3884437691,27606163
3884437692,1313100
3884437703,26793
3884437704,146019
3884437706,518206
3884437718,101169414
3884437721,108486
3884437722,10674187
3884437728,6436693
3884437730,2624
3884437737,70121
3884437742,122000
3884437744,1257837
3884437746,30498
3884437755,101169414
3884437806,48835
3884437817,165735
3884437819,165207
3884437833,11229
3884437837,84645
3884437850,3776
3884437856,1382996
3884437859,503757
3884437909,13365439
3884437914,1471697
3884437917,449325
3884437919,7795
3884437939,7795
3884437948,7789
3884437987,932155
3884438001,11246635
3884438082,74899775
3884438190,3715179
3884438195,148738
3884438206,18349365
3884438208,67331111
3884438218,2890553
3884438221,82734
3884438223,1715746
3884438226,79383535
3884438227,2831596
3884438231,3557
3884438237,2480456
3884438242,64538444
3884438248,11692984
3884438250,12861
3884438262,3715179
3884438265,77610
3884438273,3715179
3884438294,28934351
3884438295,456015
3884438307,816968
3884438309,35647080
3884438311,35647080
